
  KODETABELL produsert av FxTell 2015.02.18 - 13:55:51
  Gjelder for alle filer i kjøringen. Filnavnene finnes i VOLUMTABELL
--------------------------------------------------------------------------------------------------------------------------------------------------
Hvor SOSINavn                                         Verdi                                                   Ant  Tekst                          
  G ..ANLEGGID                                        518                                                       1   - 
  G ..ANLEGGID                                        52                                                        1   - 
  G ..ANLEGGID                                        520                                                       1   - 
  G ..ANLEGGID                                        521                                                       1   - 
  G ..ANLEGGID                                        522                                                       1   - 
  G ..ANLEGGID                                        523                                                       1   - 
  G ..ANLEGGID                                        524                                                       1   - 
  G ..ANLEGGID                                        525                                                       1   - 
  G ..ANLEGGID                                        526                                                       1   - 
  G ..ANLEGGID                                        527                                                       1   - 
  G ..ANLEGGID                                        528                                                       1   - 
  G ..ANLEGGID                                        529                                                       1   - 
  G ..ANLEGGID                                        53                                                        1   - 
  G ..ANLEGGID                                        530                                                       1   - 
  G ..ANLEGGID                                        531                                                       1   - 
  G ..ANLEGGID                                        532                                                       1   - 
  G ..ANLEGGID                                        533                                                       1   - 
  G ..ANLEGGID                                        534                                                       1   - 
  G ..ANLEGGID                                        535                                                       1   - 
  G ..ANLEGGID                                        536                                                       1   - 
  G ..ANLEGGID                                        538                                                       1   - 
  G ..ANLEGGID                                        539                                                       1   - 
  G ..ANLEGGID                                        542                                                       1   - 
  G ..ANLEGGID                                        543                                                       1   - 
  G ..ANLEGGID                                        546                                                       1   - 
  G ..ANLEGGID                                        547                                                       1   - 
  G ..ANLEGGID                                        548                                                       1   - 
  G ..ANLEGGID                                        553                                                       1   - 
  G ..ANLEGGID                                        554                                                       1   - 
  G ..ANLEGGID                                        555                                                       1   - 
  G ..ANLEGGID                                        557                                                       1   - 
  G ..ANLEGGID                                        558                                                       1   - 
  G ..ANLEGGID                                        559                                                       1   - 
  G ..ANLEGGID                                        560                                                       1   - 
  G ..ANLEGGID                                        561                                                       1   - 
  G ..ANLEGGID                                        564                                                       1   - 
  G ..ANLEGGID                                        565                                                       1   - 
  G ..ANLEGGID                                        567                                                       1   - 
  G ..ANLEGGID                                        569                                                       1   - 
  G ..ANLEGGID                                        57                                                        1   - 
  G ..ANLEGGID                                        572                                                       1   - 
  G ..ANLEGGID                                        573                                                       1   - 
  G ..ANLEGGID                                        574                                                       1   - 
  G ..ANLEGGID                                        576                                                       1   - 
  G ..ANLEGGID                                        577                                                       1   - 
  G ..ANLEGGID                                        578                                                       1   - 
  G ..ANLEGGID                                        579                                                       1   - 
  G ..ANLEGGID                                        580                                                       1   - 
  G ..ANLEGGID                                        581                                                       1   - 
  G ..ANLEGGID                                        582                                                       1   - 
  G ..ANLEGGID                                        583                                                       1   - 
  G ..ANLEGGID                                        584                                                       1   - 
  G ..ANLEGGID                                        585                                                       1   - 
  G ..ANLEGGID                                        586                                                       1   - 
  G ..ANLEGGID                                        587                                                       1   - 
  G ..ANLEGGID                                        588                                                       1   - 
  G ..ANLEGGID                                        589                                                       1   - 
  G ..ANLEGGID                                        590                                                       1   - 
  G ..ANLEGGID                                        592                                                       1   - 
  G ..ANLEGGID                                        593                                                       1   - 
  G ..ANLEGGID                                        594                                                       1   - 
  G ..ANLEGGID                                        595                                                       1   - 
  G ..ANLEGGID                                        596                                                       1   - 
  G ..ANLEGGID                                        597                                                       1   - 
  G ..ANLEGGID                                        598                                                       1   - 
  G ..ANLEGGID                                        599                                                       1   - 
  G ..ANLEGGID                                        6                                                         1   - 
  G ..ANLEGGID                                        600                                                       1   - 
  G ..ANLEGGID                                        601                                                       1   - 
  G ..ANLEGGID                                        602                                                       1   - 
  G ..ANLEGGID                                        603                                                       1   - 
  G ..ANLEGGID                                        604                                                       1   - 
  G ..ANLEGGID                                        605                                                       1   - 
  G ..ANLEGGID                                        607                                                       1   - 
  G ..ANLEGGID                                        608                                                       1   - 
  G ..ANLEGGID                                        609                                                       1   - 
  G ..ANLEGGID                                        61                                                        1   - 
  G ..ANLEGGID                                        610                                                       1   - 
  G ..ANLEGGID                                        611                                                       1   - 
  G ..ANLEGGID                                        612                                                       1   - 
  G ..ANLEGGID                                        613                                                       1   - 
  G ..ANLEGGID                                        614                                                       1   - 
  G ..ANLEGGID                                        615                                                       1   - 
  G ..ANLEGGID                                        616                                                       1   - 
  G ..ANLEGGID                                        617                                                       1   - 
  G ..ANLEGGID                                        618                                                       1   - 
  G ..ANLEGGID                                        619                                                       1   - 
  G ..ANLEGGID                                        621                                                       1   - 
  G ..ANLEGGID                                        623                                                       1   - 
  G ..ANLEGGID                                        624                                                       1   - 
  G ..ANLEGGID                                        625                                                       1   - 
  G ..ANLEGGID                                        627                                                       1   - 
  G ..ANLEGGID                                        629                                                       1   - 
  G ..ANLEGGID                                        630                                                       1   - 
  G ..ANLEGGID                                        631                                                       1   - 
  G ..ANLEGGID                                        633                                                       1   - 
  G ..ANLEGGID                                        634                                                       1   - 
  G ..ANLEGGID                                        635                                                       1   - 
  G ..ANLEGGID                                        639                                                       1   - 
  G ..ANLEGGID                                        641                                                       1   - 
  G ..ANLEGGID                                        642                                                       1   - 
  G ..ANLEGGID                                        644                                                       1   - 
  G ..ANLEGGID                                        645                                                       1   - 
  G ..ANLEGGID                                        646                                                       1   - 
  G ..ANLEGGID                                        647                                                       1   - 
  G ..ANLEGGID                                        649                                                       1   - 
  G ..ANLEGGID                                        650                                                       1   - 
  G ..ANLEGGID                                        651                                                       1   - 
  G ..ANLEGGID                                        652                                                       1   - 
  G ..ANLEGGID                                        653                                                       1   - 
  G ..ANLEGGID                                        654                                                       1   - 
  G ..ANLEGGID                                        655                                                       1   - 
  G ..ANLEGGID                                        657                                                       1   - 
  G ..ANLEGGID                                        659                                                       1   - 
  G ..ANLEGGID                                        66                                                        1   - 
  G ..ANLEGGID                                        661                                                       1   - 
  G ..ANLEGGID                                        663                                                       1   - 
  G ..ANLEGGID                                        664                                                       1   - 
  G ..ANLEGGID                                        669                                                       1   - 
  G ..ANLEGGID                                        670                                                       1   - 
  G ..ANLEGGID                                        673                                                       1   - 
  G ..ANLEGGID                                        674                                                       1   - 
  G ..ANLEGGID                                        676                                                       1   - 
  G ..ANLEGGID                                        677                                                       1   - 
  G ..ANLEGGID                                        678                                                       1   - 
  G ..ANLEGGID                                        679                                                       1   - 
  G ..ANLEGGID                                        68                                                        1   - 
  G ..ANLEGGID                                        680                                                       1   - 
  G ..ANLEGGID                                        681                                                       1   - 
  G ..ANLEGGID                                        682                                                       1   - 
  G ..ANLEGGID                                        684                                                       1   - 
  G ..ANLEGGID                                        685                                                       1   - 
  G ..ANLEGGID                                        686                                                       1   - 
  G ..ANLEGGID                                        689                                                       1   - 
  G ..ANLEGGID                                        693                                                       1   - 
  G ..ANLEGGID                                        696                                                       1   - 
  G ..ANLEGGID                                        698                                                       1   - 
  G ..ANLEGGID                                        699                                                       1   - 
  G ..ANLEGGID                                        70                                                        1   - 
  G ..ANLEGGID                                        700                                                       1   - 
  G ..ANLEGGID                                        701                                                       1   - 
  G ..ANLEGGID                                        702                                                       1   - 
  G ..ANLEGGID                                        703                                                       1   - 
  G ..ANLEGGID                                        704                                                       1   - 
  G ..ANLEGGID                                        705                                                       1   - 
  G ..ANLEGGID                                        707                                                       1   - 
  G ..ANLEGGID                                        708                                                       1   - 
  G ..ANLEGGID                                        709                                                       1   - 
  G ..ANLEGGID                                        71                                                        1   - 
  G ..ANLEGGID                                        712                                                       1   - 
  G ..ANLEGGID                                        713                                                       1   - 
  G ..ANLEGGID                                        714                                                       1   - 
  G ..ANLEGGID                                        716                                                       1   - 
  G ..ANLEGGID                                        718                                                       1   - 
  G ..ANLEGGID                                        719                                                       1   - 
  G ..ANLEGGID                                        72                                                        1   - 
  G ..ANLEGGID                                        721                                                       1   - 
  G ..ANLEGGID                                        722                                                       1   - 
  G ..ANLEGGID                                        723                                                       1   - 
  G ..ANLEGGID                                        724                                                       1   - 
  G ..ANLEGGID                                        726                                                       1   - 
  G ..ANLEGGID                                        728                                                       1   - 
  G ..ANLEGGID                                        73                                                        1   - 
  G ..ANLEGGID                                        730                                                       1   - 
  G ..ANLEGGID                                        731                                                       1   - 
  G ..ANLEGGID                                        733                                                       1   - 
  G ..ANLEGGID                                        734                                                       1   - 
  G ..ANLEGGID                                        736                                                       1   - 
  G ..ANLEGGID                                        738                                                       1   - 
  G ..ANLEGGID                                        739                                                       1   - 
  G ..ANLEGGID                                        740                                                       1   - 
  G ..ANLEGGID                                        741                                                       1   - 
  G ..ANLEGGID                                        742                                                       1   - 
  G ..ANLEGGID                                        743                                                       1   - 
  G ..ANLEGGID                                        744                                                       1   - 
  G ..ANLEGGID                                        746                                                       1   - 
  G ..ANLEGGID                                        748                                                       1   - 
  G ..ANLEGGID                                        750                                                       1   - 
  G ..ANLEGGID                                        753                                                       1   - 
  G ..ANLEGGID                                        754                                                       1   - 
  G ..ANLEGGID                                        756                                                       1   - 
  G ..ANLEGGID                                        757                                                       1   - 
  G ..ANLEGGID                                        759                                                       1   - 
  G ..ANLEGGID                                        760                                                       1   - 
  G ..ANLEGGID                                        762                                                       1   - 
  G ..ANLEGGID                                        763                                                       1   - 
  G ..ANLEGGID                                        764                                                       1   - 
  G ..ANLEGGID                                        765                                                       1   - 
  G ..ANLEGGID                                        766                                                       1   - 
  G ..ANLEGGID                                        767                                                       1   - 
  G ..ANLEGGID                                        768                                                       1   - 
  G ..ANLEGGID                                        77                                                        1   - 
  G ..ANLEGGID                                        770                                                       1   - 
  G ..ANLEGGID                                        771                                                       1   - 
  G ..ANLEGGID                                        773                                                       1   - 
  G ..ANLEGGID                                        774                                                       1   - 
  G ..ANLEGGID                                        775                                                       1   - 
  G ..ANLEGGID                                        776                                                       1   - 
  G ..ANLEGGID                                        779                                                       1   - 
  G ..ANLEGGID                                        78                                                        1   - 
  G ..ANLEGGID                                        780                                                       1   - 
  G ..ANLEGGID                                        781                                                       1   - 
  G ..ANLEGGID                                        782                                                       1   - 
  G ..ANLEGGID                                        783                                                       1   - 
  G ..ANLEGGID                                        784                                                       1   - 
  G ..ANLEGGID                                        785                                                       1   - 
  G ..ANLEGGID                                        786                                                       1   - 
  G ..ANLEGGID                                        787                                                       1   - 
  G ..ANLEGGID                                        788                                                       1   - 
  G ..ANLEGGID                                        79                                                        1   - 
  G ..ANLEGGID                                        790                                                       1   - 
  G ..ANLEGGID                                        791                                                       1   - 
  G ..ANLEGGID                                        792                                                       1   - 
  G ..ANLEGGID                                        793                                                       1   - 
  G ..ANLEGGID                                        794                                                       1   - 
  G ..ANLEGGID                                        797                                                       1   - 
  G ..ANLEGGID                                        80                                                        1   - 
  G ..ANLEGGID                                        802                                                       1   - 
  G ..ANLEGGID                                        803                                                       1   - 
  G ..ANLEGGID                                        804                                                       1   - 
  G ..ANLEGGID                                        805                                                       1   - 
  G ..ANLEGGID                                        806                                                       1   - 
  G ..ANLEGGID                                        807                                                       1   - 
  G ..ANLEGGID                                        808                                                       1   - 
  G ..ANLEGGID                                        809                                                       1   - 
  G ..ANLEGGID                                        81                                                        1   - 
  G ..ANLEGGID                                        810                                                       1   - 
  G ..ANLEGGID                                        811                                                       1   - 
  G ..ANLEGGID                                        812                                                       1   - 
  G ..ANLEGGID                                        813                                                       1   - 
  G ..ANLEGGID                                        814                                                       1   - 
  G ..ANLEGGID                                        815                                                       1   - 
  G ..ANLEGGID                                        816                                                       1   - 
  G ..ANLEGGID                                        817                                                       1   - 
  G ..ANLEGGID                                        82                                                        1   - 
  G ..ANLEGGID                                        820                                                       1   - 
  G ..ANLEGGID                                        821                                                       1   - 
  G ..ANLEGGID                                        823                                                       1   - 
  G ..ANLEGGID                                        829                                                       1   - 
  G ..ANLEGGID                                        83                                                        1   - 
  G ..ANLEGGID                                        830                                                       1   - 
  G ..ANLEGGID                                        831                                                       1   - 
  G ..ANLEGGID                                        832                                                       1   - 
  G ..ANLEGGID                                        833                                                       1   - 
  G ..ANLEGGID                                        835                                                       1   - 
  G ..ANLEGGID                                        836                                                       1   - 
  G ..ANLEGGID                                        838                                                       1   - 
  G ..ANLEGGID                                        839                                                       1   - 
  G ..ANLEGGID                                        84                                                        1   - 
  G ..ANLEGGID                                        841                                                       1   - 
  G ..ANLEGGID                                        845                                                       1   - 
  G ..ANLEGGID                                        846                                                       1   - 
  G ..ANLEGGID                                        848                                                       1   - 
  G ..ANLEGGID                                        849                                                       1   - 
  G ..ANLEGGID                                        85                                                        1   - 
  G ..ANLEGGID                                        851                                                       1   - 
  G ..ANLEGGID                                        853                                                       1   - 
  G ..ANLEGGID                                        857                                                       1   - 
  G ..ANLEGGID                                        86                                                        1   - 
  G ..ANLEGGID                                        867                                                       1   - 
  G ..ANLEGGID                                        87                                                        1   - 
  G ..ANLEGGID                                        871                                                       1   - 
  G ..ANLEGGID                                        872                                                       1   - 
  G ..ANLEGGID                                        873                                                       1   - 
  G ..ANLEGGID                                        874                                                       1   - 
  G ..ANLEGGID                                        875                                                       1   - 
  G ..ANLEGGID                                        876                                                       1   - 
  G ..ANLEGGID                                        877                                                       1   - 
  G ..ANLEGGID                                        878                                                       1   - 
  G ..ANLEGGID                                        879                                                       1   - 
  G ..ANLEGGID                                        88                                                        1   - 
  G ..ANLEGGID                                        882                                                       1   - 
  G ..ANLEGGID                                        884                                                       1   - 
  G ..ANLEGGID                                        885                                                       1   - 
  G ..ANLEGGID                                        886                                                       1   - 
  G ..ANLEGGID                                        889                                                       1   - 
  G ..ANLEGGID                                        890                                                       1   - 
  G ..ANLEGGID                                        891                                                       1   - 
  G ..ANLEGGID                                        892                                                       1   - 
  G ..ANLEGGID                                        893                                                       1   - 
  G ..ANLEGGID                                        894                                                       1   - 
  G ..ANLEGGID                                        895                                                       1   - 
  G ..ANLEGGID                                        896                                                       1   - 
  G ..ANLEGGID                                        897                                                       1   - 
  G ..ANLEGGID                                        898                                                       1   - 
  G ..ANLEGGID                                        899                                                       1   - 
  G ..ANLEGGID                                        90                                                        1   - 
  G ..ANLEGGID                                        900                                                       1   - 
  G ..ANLEGGID                                        901                                                       1   - 
  G ..ANLEGGID                                        903                                                       1   - 
  G ..ANLEGGID                                        904                                                       1   - 
  G ..ANLEGGID                                        906                                                       1   - 
  G ..ANLEGGID                                        907                                                       1   - 
  G ..ANLEGGID                                        908                                                       1   - 
  G ..ANLEGGID                                        909                                                       1   - 
  G ..ANLEGGID                                        91                                                        1   - 
  G ..ANLEGGID                                        910                                                       1   - 
  G ..ANLEGGID                                        911                                                       1   - 
  G ..ANLEGGID                                        912                                                       1   - 
  G ..ANLEGGID                                        913                                                       1   - 
  G ..ANLEGGID                                        914                                                       1   - 
  G ..ANLEGGID                                        915                                                       1   - 
  G ..ANLEGGID                                        916                                                       1   - 
  G ..ANLEGGID                                        918                                                       1   - 
  G ..ANLEGGID                                        920                                                       1   - 
  G ..ANLEGGID                                        921                                                       1   - 
  G ..ANLEGGID                                        922                                                       1   - 
  G ..ANLEGGID                                        923                                                       1   - 
  G ..ANLEGGID                                        925                                                       1   - 
  G ..ANLEGGID                                        926                                                       1   - 
  G ..ANLEGGID                                        927                                                       1   - 
  G ..ANLEGGID                                        928                                                       1   - 
  G ..ANLEGGID                                        929                                                       1   - 
  G ..ANLEGGID                                        93                                                        1   - 
  G ..ANLEGGID                                        930                                                       1   - 
  G ..ANLEGGID                                        931                                                       1   - 
  G ..ANLEGGID                                        932                                                       1   - 
  G ..ANLEGGID                                        933                                                       1   - 
  G ..ANLEGGID                                        934                                                       1   - 
  G ..ANLEGGID                                        935                                                       1   - 
  G ..ANLEGGID                                        936                                                       1   - 
  G ..ANLEGGID                                        937                                                       1   - 
  G ..ANLEGGID                                        938                                                       1   - 
  G ..ANLEGGID                                        939                                                       1   - 
  G ..ANLEGGID                                        94                                                        1   - 
  G ..ANLEGGID                                        940                                                       1   - 
  G ..ANLEGGID                                        941                                                       1   - 
  G ..ANLEGGID                                        944                                                       1   - 
  G ..ANLEGGID                                        945                                                       1   - 
  G ..ANLEGGID                                        946                                                       1   - 
  G ..ANLEGGID                                        947                                                       1   - 
  G ..ANLEGGID                                        948                                                       1   - 
  G ..ANLEGGID                                        949                                                       1   - 
  G ..ANLEGGID                                        950                                                       1   - 
  G ..ANLEGGID                                        952                                                       1   - 
  G ..ANLEGGID                                        953                                                       1   - 
  G ..ANLEGGID                                        954                                                       1   - 
  G ..ANLEGGID                                        957                                                       1   - 
  G ..ANLEGGID                                        958                                                       1   - 
  G ..ANLEGGID                                        959                                                       1   - 
  G ..ANLEGGID                                        960                                                       1   - 
  G ..ANLEGGID                                        961                                                       1   - 
  G ..ANLEGGID                                        962                                                       1   - 
  G ..ANLEGGID                                        963                                                       1   - 
  G ..ANLEGGID                                        968                                                       1   - 
  G ..ANLEGGID                                        969                                                       1   - 
  G ..ANLEGGID                                        97                                                        1   - 
  G ..ANLEGGID                                        971                                                       1   - 
  G ..ANLEGGID                                        972                                                       1   - 
  G ..ANLEGGID                                        973                                                       1   - 
  G ..ANLEGGID                                        975                                                       1   - 
  G ..ANLEGGID                                        976                                                       1   - 
  G ..ANLEGGID                                        977                                                       1   - 
  G ..ANLEGGID                                        978                                                       1   - 
  G ..ANLEGGID                                        979                                                       1   - 
  G ..ANLEGGID                                        98                                                        1   - 
  G ..ANLEGGID                                        980                                                       1   - 
  G ..ANLEGGID                                        981                                                       1   - 
  G ..ANLEGGID                                        983                                                       1   - 
  G ..ANLEGGID                                        986                                                       1   - 
  G ..ANLEGGID                                        987                                                       1   - 
  G ..ANLEGGID                                        99                                                        1   - 
  G ..ANLEGGID                                        995                                                       1   - 
  G ..ANLEGGID                                        996                                                       1   - 
  G ..ANLEGGID                                        997                                                       1   - 
  G ..ANLEGGID                                        998                                                       1   - 
  G ..BRANNSTASJON                                    " ÅLEN"                                                   1   - 
  G ..BRANNSTASJON                                    "ØVRE ÅRDAL"                                              1   - 
  G ..BRANNSTASJON                                    "ALTA, SENTRUM"                                           1   - 
  G ..BRANNSTASJON                                    "BARDUFOSS FLYST."                                        1   - 
  G ..BRANNSTASJON                                    "BILSTAD, SNÅSA SENTRUM"                                  1   - 
  G ..BRANNSTASJON                                    "BJØLVEFOSSEN A/S"                                        1   - 
  G ..BRANNSTASJON                                    "BREKKE "                                                 1   - 
  G ..BRANNSTASJON                                    "EKORNES BEDR.BRV."                                       1   - 
  G ..BRANNSTASJON                                    "FØRDE SENTRUM"                                           1   - 
  G ..BRANNSTASJON                                    "HAUGE I DALANE"                                          1   - 
  G ..BRANNSTASJON                                    "HENNES, INNLANDET"                                       1   - 
  G ..BRANNSTASJON                                    "LEIRIN LUFTHAVN"                                         1   - 
  G ..BRANNSTASJON                                    "NARVIK HOVEDST."                                         1   - 
