
  KODETABELL produsert av FxTell 2015.02.18 - 13:55:51
  Gjelder for alle filer i kjøringen. Filnavnene finnes i VOLUMTABELL
--------------------------------------------------------------------------------------------------------------------------------------------------
Hvor SOSINavn                                         Verdi                                                   Ant  Tekst                          
  G ..BRANNSTASJON                                    EGGEDAL                                                   1   - 
  G ..BRANNSTASJON                                    EIDE                                                      1   - 
  G ..BRANNSTASJON                                    EIDSDAL                                                   1   - 
  G ..BRANNSTASJON                                    EIDSVÅG                                                   1   - 
  G ..BRANNSTASJON                                    EIDSVOLL                                                  1   - 
  G ..BRANNSTASJON                                    EIGERSUND                                                 1   - 
  G ..BRANNSTASJON                                    EIKEFJORD                                                 1   - 
  G ..BRANNSTASJON                                    EIKELANDSOSEN                                             1   - 
  G ..BRANNSTASJON                                    EIKESDAL                                                  1   - 
  G ..BRANNSTASJON                                    EIVINDVIK                                                 1   - 
  G ..BRANNSTASJON                                    ELNESVÅGEN                                                1   - 
  G ..BRANNSTASJON                                    ELVERUM                                                   1   - 
  G ..BRANNSTASJON                                    ENEBAKK                                                   1   - 
  G ..BRANNSTASJON                                    ENGAVÅGEN                                                 1   - 
  G ..BRANNSTASJON                                    ENGE                                                      1   - 
  G ..BRANNSTASJON                                    ENGENES                                                   1   - 
  G ..BRANNSTASJON                                    ENGERDAL                                                  1   - 
  G ..BRANNSTASJON                                    ERESFJORD                                                 1   - 
  G ..BRANNSTASJON                                    ESPEVÆR                                                   1   - 
  G ..BRANNSTASJON                                    ETNE                                                      1   - 
  G ..BRANNSTASJON                                    EVANGER                                                   1   - 
  G ..BRANNSTASJON                                    EVENSKJER                                                 1   - 
  G ..BRANNSTASJON                                    EVJE                                                      1   - 
  G ..BRANNSTASJON                                    FÅVANG                                                    1   - 
  G ..BRANNSTASJON                                    FØRDE                                                     1   - 
  G ..BRANNSTASJON                                    FAGERNES                                                  1   - 
  G ..BRANNSTASJON                                    FALKHYTTEN                                                1   - 
  G ..BRANNSTASJON                                    FANA                                                      1   - 
  G ..BRANNSTASJON                                    FARSUND                                                   1   - 
  G ..BRANNSTASJON                                    FAUSKE                                                    1   - 
  G ..BRANNSTASJON                                    FEIRING                                                   1   - 
  G ..BRANNSTASJON                                    FELLE                                                     1   - 
  G ..BRANNSTASJON                                    FET                                                       1   - 
  G ..BRANNSTASJON                                    FILLAN                                                    1   - 
  G ..BRANNSTASJON                                    FINNSNES                                                  1   - 
  G ..BRANNSTASJON                                    FISKÅ                                                     1   - 
  G ..BRANNSTASJON                                    FJØRTOFT                                                  1   - 
  G ..BRANNSTASJON                                    FJÆRLAND                                                  1   - 
  G ..BRANNSTASJON                                    FJELLBERG                                                 1   - 
  G ..BRANNSTASJON                                    FJELLHAMAR                                                1   - 
  G ..BRANNSTASJON                                    FJONE                                                     1   - 
  G ..BRANNSTASJON                                    FJORDGARD                                                 1   - 
  G ..BRANNSTASJON                                    FLÅ                                                       1   - 
  G ..BRANNSTASJON                                    FLAKKSTAD-VÅG                                             1   - 
  G ..BRANNSTASJON                                    FLEKKEFJORD                                               1   - 
  G ..BRANNSTASJON                                    FLEMSØY/SKULØY                                            1   - 
  G ..BRANNSTASJON                                    FLESNES                                                   1   - 
  G ..BRANNSTASJON                                    FLISA                                                     1   - 
  G ..BRANNSTASJON                                    FLORØ                                                     1   - 
  G ..BRANNSTASJON                                    FOLLDAL                                                   1   - 
  G ..BRANNSTASJON                                    FONNES                                                    1   - 
  G ..BRANNSTASJON                                    FORNEBU                                                   1   - 
  G ..BRANNSTASJON                                    FORSAND                                                   1   - 
  G ..BRANNSTASJON                                    FORUS                                                     1   - 
  G ..BRANNSTASJON                                    FOSNAVÅG                                                  1   - 
  G ..BRANNSTASJON                                    FOSSBERGOM                                                1   - 
  G ..BRANNSTASJON                                    FOTLANDSVÅG                                               1   - 
  G ..BRANNSTASJON                                    FRØNNINGEN                                                1   - 
  G ..BRANNSTASJON                                    FREDRIKSTAD                                               1   - 
  G ..BRANNSTASJON                                    FRESVIK                                                   1   - 
  G ..BRANNSTASJON                                    FROLAND                                                   1   - 
  G ..BRANNSTASJON                                    FROSTA                                                    1   - 
  G ..BRANNSTASJON                                    FURUFLATEN                                                1   - 
  G ..BRANNSTASJON                                    GÅSBAKKEN                                                 1   - 
  G ..BRANNSTASJON                                    GAUPNE                                                    1   - 
  G ..BRANNSTASJON                                    GEILO                                                     1   - 
  G ..BRANNSTASJON                                    GEIRANGER                                                 1   - 
  G ..BRANNSTASJON                                    GEITHUS                                                   1   - 
  G ..BRANNSTASJON                                    GIBOSTAD                                                  1   - 
  G ..BRANNSTASJON                                    GILJA                                                     1   - 
  G ..BRANNSTASJON                                    GJØRA                                                     1   - 
  G ..BRANNSTASJON                                    GJØVIK                                                    1   - 
  G ..BRANNSTASJON                                    GJERØY                                                    1   - 
  G ..BRANNSTASJON                                    GJESVÆR                                                   1   - 
  G ..BRANNSTASJON                                    GJETTUM                                                   1   - 
  G ..BRANNSTASJON                                    GLADSTAD                                                  1   - 
  G ..BRANNSTASJON                                    GLOMFJORD                                                 1   - 
  G ..BRANNSTASJON                                    GODØY                                                     1   - 
  G ..BRANNSTASJON                                    GOL                                                       1   - 
  G ..BRANNSTASJON                                    GRØTAVÆR                                                  1   - 
  G ..BRANNSTASJON                                    GRAN                                                      1   - 
  G ..BRANNSTASJON                                    GRANSHERAD                                                1   - 
  G ..BRANNSTASJON                                    Granvin                                                   1   - 
  G ..BRANNSTASJON                                    GRATANGSBOTN                                              1   - 
  G ..BRANNSTASJON                                    GRIMO                                                     1   - 
  G ..BRANNSTASJON                                    GRIMSTAD                                                  1   - 
  G ..BRANNSTASJON                                    GRINDAHEIM                                                1   - 
  G ..BRANNSTASJON                                    GRIP                                                      1   - 
  G ..BRANNSTASJON                                    GRONG                                                     1   - 
  G ..BRANNSTASJON                                    GRORUD                                                    1   - 
  G ..BRANNSTASJON                                    GROVFJORD                                                 1   - 
  G ..BRANNSTASJON                                    GRYLLEFJORD                                               1   - 
  G ..BRANNSTASJON                                    GUDVANGEN                                                 1   - 
  G ..BRANNSTASJON                                    GUTVIK                                                    1   - 
  G ..BRANNSTASJON                                    GVARV                                                     1   - 
  G ..BRANNSTASJON                                    HØLE                                                      1   - 
  G ..BRANNSTASJON                                    HØNEFOSS                                                  1   - 
  G ..BRANNSTASJON                                    HØYANGER                                                  1   - 
  G ..BRANNSTASJON                                    HØYLANDET                                                 1   - 
  G ..BRANNSTASJON                                    HÆGELAND                                                  1   - 
  G ..BRANNSTASJON                                    HADNESØYA                                                 1   - 
  G ..BRANNSTASJON                                    HAFSLO                                                    1   - 
  G ..BRANNSTASJON                                    HALDEN                                                    1   - 
  G ..BRANNSTASJON                                    HALSA                                                     1   - 
  G ..BRANNSTASJON                                    HALSNØY                                                   1   - 
  G ..BRANNSTASJON                                    HAMAR                                                     1   - 
  G ..BRANNSTASJON                                    HAMNVIK                                                   1   - 
  G ..BRANNSTASJON                                    HANSNES                                                   1   - 
  G ..BRANNSTASJON                                    HARAMSØY                                                  1   - 
  G ..BRANNSTASJON                                    HARANGFJORD                                               1   - 
  G ..BRANNSTASJON                                    HARDBAKKE                                                 1   - 
  G ..BRANNSTASJON                                    HAREID                                                    1   - 
  G ..BRANNSTASJON                                    HARSTAD                                                   1   - 
  G ..BRANNSTASJON                                    HASVIK                                                    1   - 
  G ..BRANNSTASJON                                    HATTENG                                                   1   - 
  G ..BRANNSTASJON                                    HATTFJELLDAL                                              1   - 
  G ..BRANNSTASJON                                    HAUGE                                                     1   - 
  G ..BRANNSTASJON                                    HAUGESUND                                                 1   - 
  G ..BRANNSTASJON                                    HAUS                                                      1   - 
  G ..BRANNSTASJON                                    HAVØYSUND                                                 1   - 
  G ..BRANNSTASJON                                    HAVNA                                                     1   - 
  G ..BRANNSTASJON                                    HEDALEN                                                   1   - 
  G ..BRANNSTASJON                                    HEGGENES                                                  1   - 
  G ..BRANNSTASJON                                    HEIDAL                                                    1   - 
  G ..BRANNSTASJON                                    HELLAND                                                   1   - 
  G ..BRANNSTASJON                                    HELLESYLT                                                 1   - 
  G ..BRANNSTASJON                                    HEMNESBERGET                                              1   - 
  G ..BRANNSTASJON                                    HERRE                                                     1   - 
  G ..BRANNSTASJON                                    HIDRA                                                     1   - 
  G ..BRANNSTASJON                                    HJELMELAND                                                1   - 
  G ..BRANNSTASJON                                    HOKKSUND                                                  1   - 
  G ..BRANNSTASJON                                    HOL                                                       1   - 
  G ..BRANNSTASJON                                    HOMMELSTØ                                                 1   - 
  G ..BRANNSTASJON                                    HOMMELVIK                                                 1   - 
  G ..BRANNSTASJON                                    HONNINGSVÅG                                               1   - 
  G ..BRANNSTASJON                                    HORNINDAL                                                 1   - 
  G ..BRANNSTASJON                                    HOV                                                       1   - 
  G ..BRANNSTASJON                                    HOVDEN                                                    2   - 
  G ..BRANNSTASJON                                    HOVEDSTASJONEN                                            3   - 
  G ..BRANNSTASJON                                    HOVIN                                                     1   - 
  G ..BRANNSTASJON                                    HOVLAND                                                   1   - 
  G ..BRANNSTASJON                                    HUGLA                                                     1   - 
  G ..BRANNSTASJON                                    HUNDORP                                                   1   - 
  G ..BRANNSTASJON                                    HURDAL                                                    1   - 
  G ..BRANNSTASJON                                    HUSØY                                                     2   - 
  G ..BRANNSTASJON                                    HUSNES                                                    1   - 
  G ..BRANNSTASJON                                    HVITTINGFOSS                                              1   - 
  G ..BRANNSTASJON                                    HYEN                                                      1   - 
  G ..BRANNSTASJON                                    HYLLESTAD                                                 1   - 
  G ..BRANNSTASJON                                    IKJEFJORD                                                 1   - 
  G ..BRANNSTASJON                                    INDERØY                                                   1   - 
  G ..BRANNSTASJON                                    INGØY                                                     1   - 
  G ..BRANNSTASJON                                    INNDYR                                                    1   - 
  G ..BRANNSTASJON                                    Innhavet                                                  1   - 
  G ..BRANNSTASJON                                    INNSMØLA                                                  1   - 
  G ..BRANNSTASJON                                    JØRPELAND                                                 1   - 
  G ..BRANNSTASJON                                    JØSENFJORD                                                1   - 
  G ..BRANNSTASJON                                    JØSSUND                                                   1   - 
  G ..BRANNSTASJON                                    JEKTVIK                                                   1   - 
  G ..BRANNSTASJON                                    JELSA                                                     1   - 
  G ..BRANNSTASJON                                    JESSHEIM                                                  1   - 
  G ..BRANNSTASJON                                    JEVNAKER                                                  1   - 
  G ..BRANNSTASJON                                    JOMFRULAND                                                1   - 
  G ..BRANNSTASJON                                    JONDAL                                                    1   - 
  G ..BRANNSTASJON                                    JUDABERG                                                  1   - 
  G ..BRANNSTASJON                                    KALVÅG                                                    1   - 
  G ..BRANNSTASJON                                    KALVEDALEN                                                1   - 
  G ..BRANNSTASJON                                    KARASJOK                                                  1   - 
  G ..BRANNSTASJON                                    KASTELLET                                                 1   - 
  G ..BRANNSTASJON                                    KAUTOKEINO                                                1   - 
  G ..BRANNSTASJON                                    KIBERG                                                    1   - 
  G ..BRANNSTASJON                                    KILEN                                                     1   - 
  G ..BRANNSTASJON                                    KIRKELANDET                                               1   - 
  G ..BRANNSTASJON                                    KIRKENÆR                                                  1   - 
  G ..BRANNSTASJON                                    KIRKENES                                                  1   - 
  G ..BRANNSTASJON                                    KJØLLEFJORD                                               1   - 
  G ..BRANNSTASJON                                    KJØPSVIK                                                  1   - 
  G ..BRANNSTASJON                                    KJERRINGØY                                                1   - 
  G ..BRANNSTASJON                                    KLEIVE                                                    1   - 
  G ..BRANNSTASJON                                    KLEPP                                                     1   - 
  G ..BRANNSTASJON                                    KNAPLUND                                                  1   - 
  G ..BRANNSTASJON                                    KNARVIK                                                   1   - 
  G ..BRANNSTASJON                                    Kokelv                                                    1   - 
  G ..BRANNSTASJON                                    Kolgrov                                                   1   - 
  G ..BRANNSTASJON                                    KOLVEREID                                                 1   - 
  G ..BRANNSTASJON                                    KOMAGFJORD                                                1   - 
  G ..BRANNSTASJON                                    KONGSBERG                                                 1   - 
  G ..BRANNSTASJON                                    KONGSVINGER                                               1   - 
  G ..BRANNSTASJON                                    KONSMO                                                    1   - 
  G ..BRANNSTASJON                                    KOPERVIK                                                  1   - 
  G ..BRANNSTASJON                                    KOPSTAD                                                   1   - 
  G ..BRANNSTASJON                                    KORGEN                                                    1   - 
  G ..BRANNSTASJON                                    KORSEGÅRDEN                                               1   - 
  G ..BRANNSTASJON                                    KORSVEGEN                                                 1   - 
  G ..BRANNSTASJON                                    KRAGERØ                                                   1   - 
  G ..BRANNSTASJON                                    KRISTIANSAND                                              1   - 
  G ..BRANNSTASJON                                    KROKSTADØRA                                               1   - 
  G ..BRANNSTASJON                                    KUNES                                                     1   - 
  G ..BRANNSTASJON                                    KVALFJORD                                                 1   - 
  G ..BRANNSTASJON                                    KVALSUND                                                  1   - 
  G ..BRANNSTASJON                                    KVAMMEN                                                   1   - 
  G ..BRANNSTASJON                                    KVAMSØY                                                   1   - 
  G ..BRANNSTASJON                                    KVANNE                                                    1   - 
  G ..BRANNSTASJON                                    KVEØY                                                     1   - 
  G ..BRANNSTASJON                                    KVENVÆR                                                   1   - 
  G ..BRANNSTASJON                                    KVERNAVÅGEN                                               1   - 
  G ..BRANNSTASJON                                    KVERNEVIK                                                 1   - 
  G ..BRANNSTASJON                                    KVIKNE                                                    1   - 
  G ..BRANNSTASJON                                    KVINA                                                     1   - 
  G ..BRANNSTASJON                                    KVINESDAL                                                 1   - 
  G ..BRANNSTASJON                                    KVINLOG                                                   1   - 
  G ..BRANNSTASJON                                    KVITESEID                                                 1   - 
  G ..BRANNSTASJON                                    KYRKJEBYGDA                                               1   - 
  G ..BRANNSTASJON                                    KYRKSETERØRA                                              1   - 
  G ..BRANNSTASJON                                    LØDINGEN                                                  1   - 
  G ..BRANNSTASJON                                    LØKEN                                                     1   - 
  G ..BRANNSTASJON                                    LØKVOLL                                                   1   - 
  G ..BRANNSTASJON                                    LØTEN                                                     1   - 
  G ..BRANNSTASJON                                    LÆGREID                                                   1   - 
  G ..BRANNSTASJON                                    LÆRDALSØYRI                                               1   - 
  G ..BRANNSTASJON                                    LAKSELV                                                   1   - 
  G ..BRANNSTASJON                                    LAKSEVÅG                                                  1   - 
  G ..BRANNSTASJON                                    LAMPELAND                                                 1   - 
  G ..BRANNSTASJON                                    LANGØY                                                    1   - 
  G ..BRANNSTASJON                                    LANGESUND                                                 1   - 
  G ..BRANNSTASJON                                    LANGEVÅG                                                  2   - 
  G ..BRANNSTASJON                                    LANGFJORDBOTN                                             1   - 
  G ..BRANNSTASJON                                    LARSNES                                                   1   - 
  G ..BRANNSTASJON                                    LARVIK                                                    1   - 
  G ..BRANNSTASJON                                    LAUVSNES                                                  1   - 
  G ..BRANNSTASJON                                    LAVIK                                                     1   - 
  G ..BRANNSTASJON                                    LEBESBY                                                   1   - 
  G ..BRANNSTASJON                                    LEIKANGER                                                 2   - 
  G ..BRANNSTASJON                                    LEINESFJORD                                               1   - 
  G ..BRANNSTASJON                                    LEIRVIK                                                   1   - 
  G ..BRANNSTASJON                                    LEKA                                                      1   - 
  G ..BRANNSTASJON                                    LEKNES                                                    1   - 
  G ..BRANNSTASJON                                    LEKSVIK                                                   1   - 
  G ..BRANNSTASJON                                    LELAND                                                    1   - 
  G ..BRANNSTASJON                                    LENA                                                      1   - 
  G ..BRANNSTASJON                                    LENANGEN                                                  1   - 
  G ..BRANNSTASJON                                    LENSVIK                                                   1   - 
  G ..BRANNSTASJON                                    LEPSØY                                                    1   - 
  G ..BRANNSTASJON                                    LESJASKOG                                                 1   - 
  G ..BRANNSTASJON                                    LEVANGER                                                  1   - 
  G ..BRANNSTASJON                                    LIABØ                                                     1   - 
  G ..BRANNSTASJON                                    LILLEHAMMER                                               1   - 
  G ..BRANNSTASJON                                    LILLESAND                                                 1   - 
  G ..BRANNSTASJON                                    LINDÅS                                                    1   - 
  G ..BRANNSTASJON                                    LISTA                                                     1   - 
  G ..BRANNSTASJON                                    LOFTHUS                                                   1   - 
  G ..BRANNSTASJON                                    LONEVÅG                                                   1   - 
  G ..BRANNSTASJON                                    LOVUND                                                    1   - 
  G ..BRANNSTASJON                                    LUFTHAVNA                                                 1   - 
  G ..BRANNSTASJON                                    LUNDAMO                                                   1   - 
  G ..BRANNSTASJON                                    LUNDE                                                     2   - 
  G ..BRANNSTASJON                                    LUNDENES                                                  1   - 
  G ..BRANNSTASJON                                    LURØY                                                     1   - 
  G ..BRANNSTASJON                                    LUSTER                                                    1   - 
  G ..BRANNSTASJON                                    LYNGDAL                                                   1   - 
  G ..BRANNSTASJON                                    LYNGSEIDET                                                1   - 
  G ..BRANNSTASJON                                    LYSØYSUNDET                                               1   - 
  G ..BRANNSTASJON                                    LYSEBOTN                                                  1   - 
  G ..BRANNSTASJON                                    MÅLØY                                                     1   - 
  G ..BRANNSTASJON                                    MÅNDALEN                                                  1   - 
  G ..BRANNSTASJON                                    MÅSØY                                                     1   - 
  G ..BRANNSTASJON                                    MALM                                                      1   - 
  G ..BRANNSTASJON                                    MANDAL                                                    1   - 
  G ..BRANNSTASJON                                    MANGER                                                    1   - 
  G ..BRANNSTASJON                                    MARNARDAL                                                 1   - 
  G ..BRANNSTASJON                                    MARVIK                                                    1   - 
  G ..BRANNSTASJON                                    Masi                                                      1   - 
  G ..BRANNSTASJON                                    MASTREVIK                                                 1   - 
  G ..BRANNSTASJON                                    MATRE                                                     1   - 
  G ..BRANNSTASJON                                    MAUSUNDVÆR                                                1   - 
  G ..BRANNSTASJON                                    MEBONDEN                                                  1   - 
  G ..BRANNSTASJON                                    MEDBY                                                     1   - 
  G ..BRANNSTASJON                                    MEHAMN                                                    1   - 
  G ..BRANNSTASJON                                    MELØY                                                     1   - 
  G ..BRANNSTASJON                                    MELBU                                                     1   - 
  G ..BRANNSTASJON                                    MELDAL                                                    1   - 
  G ..BRANNSTASJON                                    MELHUS                                                    1   - 
  G ..BRANNSTASJON                                    MERÅKER                                                   1   - 
  G ..BRANNSTASJON                                    MESNALI                                                   1   - 
  G ..BRANNSTASJON                                    MIDSUND                                                   1   - 
  G ..BRANNSTASJON                                    MINDLAND                                                  1   - 
  G ..BRANNSTASJON                                    MISVÆR                                                    1   - 
  G ..BRANNSTASJON                                    MJØNDALEN                                                 1   - 
  G ..BRANNSTASJON                                    MO                                                        2   - 
  G ..BRANNSTASJON                                    MOELV                                                     1   - 
  G ..BRANNSTASJON                                    MOI                                                       1   - 
  G ..BRANNSTASJON                                    MOLAND                                                    2   - 
  G ..BRANNSTASJON                                    MOLDE                                                     1   - 
  G ..BRANNSTASJON                                    MOLDJORD                                                  1   - 
  G ..BRANNSTASJON                                    MOSJØEN                                                   1   - 
  G ..BRANNSTASJON                                    MOSS                                                      1   - 
  G ..BRANNSTASJON                                    MOSTER                                                    1   - 
  G ..BRANNSTASJON                                    MYKEN                                                     1   - 
  G ..BRANNSTASJON                                    MYRA                                                      1   - 
  G ..BRANNSTASJON                                    MYRE                                                      1   - 
  G ..BRANNSTASJON                                    MYRVÅG                                                    1   - 
  G ..BRANNSTASJON                                    MYSEN                                                     1   - 
  G ..BRANNSTASJON                                    NØTTERØY                                                  1   - 
  G ..BRANNSTASJON                                    NÆRBØ                                                     1   - 
  G ..BRANNSTASJON                                    NAMDALSEID                                                1   - 
  G ..BRANNSTASJON                                    NAMSOS                                                    1   - 
  G ..BRANNSTASJON                                    NAMSSKOGAN                                                1   - 
  G ..BRANNSTASJON                                    NANNESTAD                                                 1   - 
  G ..BRANNSTASJON                                    Narbuvoll                                                 1   - 
  G ..BRANNSTASJON                                    NAUSTDAL                                                  1   - 
  G ..BRANNSTASJON                                    NEDSTRAND                                                 1   - 
  G ..BRANNSTASJON                                    NERVEI                                                    1   - 
  G ..BRANNSTASJON                                    NES                                                       2   - 
  G ..BRANNSTASJON                                    NESFLATEN                                                 1   - 
  G ..BRANNSTASJON                                    NESNA                                                     1   - 
  G ..BRANNSTASJON                                    NORD-STATLAND                                             1   - 
  G ..BRANNSTASJON                                    NORDALSFJORD                                              1   - 
  G ..BRANNSTASJON                                    NORDFJORDEID                                              1   - 
  G ..BRANNSTASJON                                    NORDLI                                                    1   - 
  G ..BRANNSTASJON                                    NORDSKAG                                                  1   - 
  G ..BRANNSTASJON                                    NORDVERNES                                                1   - 
  G ..BRANNSTASJON                                    NORDVIK                                                   1   - 
  G ..BRANNSTASJON                                    NORESUND                                                  1   - 
  G ..BRANNSTASJON                                    NORHEIMSUND                                               1   - 
  G ..BRANNSTASJON                                    NOTODDEN                                                  1   - 
  G ..BRANNSTASJON                                    NUVSVÅG                                                   1   - 
  G ..BRANNSTASJON                                    NYGÅRDSJØEN                                               1   - 
  G ..BRANNSTASJON                                    NYVOLL                                                    1   - 
  G ..BRANNSTASJON                                    ODDA                                                      1   - 
  G ..BRANNSTASJON                                    OLDEN                                                     1   - 
  G ..BRANNSTASJON                                    OLDERDALEN                                                1   - 
  G ..BRANNSTASJON                                    OLSTAD                                                    1   - 
  G ..BRANNSTASJON                                    OLTEDAL                                                   1   - 
  G ..BRANNSTASJON                                    OMA                                                       1   - 
  G ..BRANNSTASJON                                    ONA                                                       1   - 
  G ..BRANNSTASJON                                    OPPDAL                                                    1   - 
  G ..BRANNSTASJON                                    OPPEGÅRD                                                  1   - 
  G ..BRANNSTASJON                                    OPPEID                                                    1   - 
  G ..BRANNSTASJON                                    ORKDAL                                                    1   - 
  G ..BRANNSTASJON                                    ORTNEVIK                                                  1   - 
  G ..BRANNSTASJON                                    OS                                                        2   - 
  G ..BRANNSTASJON                                    OSEN                                                      1   - 
  G ..BRANNSTASJON                                    OTTA                                                      1   - 
  G ..BRANNSTASJON                                    OVERHALLA                                                 1   - 
  G ..BRANNSTASJON                                    PORSGRUNN                                                 1   - 
  G ..BRANNSTASJON                                    PRESTFOSS                                                 1   - 
  G ..BRANNSTASJON                                    Røvær                                                     1   - 
  G ..BRANNSTASJON                                    RÅDSTUA                                                   1   - 
  G ..BRANNSTASJON                                    RØDØY                                                     1   - 
  G ..BRANNSTASJON                                    RØDBERG                                                   1   - 
  G ..BRANNSTASJON                                    RØLDAL                                                    1   - 
  G ..BRANNSTASJON                                    RØN                                                       1   - 
  G ..BRANNSTASJON                                    RØROS                                                     1   - 
  G ..BRANNSTASJON                                    RØRVIK                                                    1   - 
  G ..BRANNSTASJON                                    RØST                                                      1   - 
  G ..BRANNSTASJON                                    RØVIKA                                                    1   - 
  G ..BRANNSTASJON                                    RØYKEN                                                    1   - 
  G ..BRANNSTASJON                                    RØYRVIK                                                   1   - 
  G ..BRANNSTASJON                                    RAKKESTAD                                                 1   - 
  G ..BRANNSTASJON                                    RAMBERG                                                   1   - 
  G ..BRANNSTASJON                                    RAMSUND                                                   1   - 
  G ..BRANNSTASJON                                    RAUFOSS                                                   1   - 
  G ..BRANNSTASJON                                    RAULAND                                                   1   - 
  G ..BRANNSTASJON                                    REINE                                                     1   - 
  G ..BRANNSTASJON                                    REINFJORD                                                 1   - 
  G ..BRANNSTASJON                                    REPVÅG                                                    1   - 
  G ..BRANNSTASJON                                    RINDAL                                                    1   - 
  G ..BRANNSTASJON                                    RINGEBU                                                   1   - 
  G ..BRANNSTASJON                                    RISØR                                                     1   - 
  G ..BRANNSTASJON                                    RISØYHAMN                                                 1   - 
  G ..BRANNSTASJON                                    RISKA                                                     1   - 
  G ..BRANNSTASJON                                    RISSA                                                     1   - 
  G ..BRANNSTASJON                                    RJUKAN                                                    1   - 
  G ..BRANNSTASJON                                    ROA                                                       1   - 
  G ..BRANNSTASJON                                    ROAN                                                      1   - 
  G ..BRANNSTASJON                                    ROGNALDSVÅG                                               1   - 
  G ..BRANNSTASJON                                    ROGNAN                                                    1   - 
  G ..BRANNSTASJON                                    ROLVSØY                                                   1   - 
